Barcode	Author	Title	Description	Keywords	Publisher	Date	Status	TimesLent	ISBN	Value	BindingPages
101791	Smith, William Benjamin	Birth of the Gospel, The		Biblical Studies	Philosophical Library	1957	Reference				H/232
103697	Smith William Benjamin	Birth of the Gospel, The		Biblical Studies		1957	Lending				
103695	Smith, William Benjamin	Ecce Deus: Studies of Primitive Christianity		Christian Origins	Watts & Co.	1912	Lending				H/352
103696	Smith, William Benjamin	Ecce Deus: Studies of Primitive Christianity		Christian Origins	Watts & Co.	1912	Reference				H/352
106013	Smith, Wilfred Cantwell	What is Scripture?		Theology	SCM Press  	1993	Lending		0-334-02536-2		
104810	Smith Wilfred Cantwell 	Belief and History		Theology	University Press of Virginia	1977	Lending		0-8193-0670-9		
106019	Smith, Wilfred Cantwell	The Meaning and End of Religion	A revolutionary approach to the Great Religious Traditions	Theology	SPCK 	1978	Lending		0-281-03576-8		
103698	Smoker, Barabara (Ed.)	Blackham's Best		Humanism	Barbara Smoker	2003	Lending		0-9512635-1-X		52/P
102623	Smoker, Barbara	Freethoughts		Humanism	G.W. Foote Ltd	2002	Lending	2	0-9508243-5-6	9.95 Pd	P/239
103699	Smoker, Barbara	Good God!		Cartoons	B and T Publishers, London	1977	Lending		0-905934-01-6	$2.00	P/46
103700	Smoker, Barbara	Humanism		Humanism	Ward Lock Educational	1973	Reference		0-7062-3146-5		P/56
100018	Smoker, Barabara (Ed.)	Humanism		Humanism	Ward Lock Educational	1993	Lending				
104790	Smolla Rodney A	Free Speech in an Open Society		Sociology	Vintage Books U S A	1992	Lending		0-679-74213-1		
104987	Snaith, Norman H.	The distinctive ideas of the old testament		Theology	Epworth Press	1955	Lending				
104418	Snowden Keighley	Myth & Legend in the Bible		Bible /Myths		nil	Reference				
106413	Synder, Louis L.	Encyclopedia of the Third Reich		Nazi history	Robert Hale & Company	1976	Lending		0-7091-5717-7		
104507	Smoot, George, & Davidson, Keay	Wrinkles in Time: The Imprint of Creation		Physics / Cosmology	Little, Brown and Company	1993	Lending	1	0-316-90508-9	$16.50	H/333
103701	Sobel, Dava	Galileo's Daughter: a Drama of Science, Faith and Love		History / Galileo	Fourth Estate	2000	Lending		1-85702-712-4	$10.00	P/429
103702	Sobel, Dava	Longitude		Harrison, John / Inventions	Fourth Estate	1998	Lending		1-85702-571-7	$10.00	P/183
102772	Sobel, Dava	To Father: The Letters of Sister Maria Celeste to Galileo 1623-1633		History	Fourth Estate	2001	Lending		1-84115-747-3	$10.00	P/377
100701	Sokal, Alan & Bricmont, Jean	Fashionable Nonsense: Postmodern Intellectuals' Abuse of Science		Postmodernism	Picador	1998	Lending	4	0-312-19545-1	$US 16.10	P/300
106662	So Fong	Umbrella Sketches	Sketches of the political umbrella  movement Hong  Democracy protests Hong Kong 2014	Politics	Fong & Yeung Studio	2014	Lending		978-962-86063-0-6		
103703	Solomon R & Higgins K. 	Short History of Philosophy, A.		Philosophy / History	Oxford University Press	1996	Lending		0-19-510196-0		P/329
103704	Solomon Robert & M Higgens 	Short Story of Philosophy A		Philosophy		1996	Lending				
103703	Solzhenitsyn, Alexander	One Day in the Life of Ivan Denisovich		Fiction	Penguin Books	1971	Lending		14-002053-5		P/142
103706	Solzhenitsyn, Alexander	One Word of Truth	the noble speech on literature 1970	Literature		1972	Lending				
104733	Sommers, Christina Hoff	Who Stole Feminism?: How Women Have Betrayed Women		Feminism	Touchstone	1995	Lending		0-684-80156-6	$32.95	P/320
103708	Sonnenschein Swan	Religious Systems of the World		Religion / Essays		1908	Reference				
104505	Sonnenschein Swan	Collection of Addresses	a study of comparitive religion	Religion			Reference				
104506	Sorsby, Arnold	Medicine and Mankind		Medicine	Watts & Co.	1944	Lending				H/116
103707	Sorsby, Arnold	Medicine and Mankind		Medicine	Watts & Co.	1944	Reference				H/116
106116	Southey, Robert	The Curse of Kehama		Poetry	Cassell & company	1897	Lending				
103705	Southwell, Charles	Apology for Atheism		Atheism	J. Watson	1846	Reference				96/H
102878	Southwell, Charles	Anonymously	an apology for atheism	Atheism	J. Watson	1846	Reference				
104419	Spackman Kerry Dr	Ant & the Ferrari The	Society & the Universe	Science	Harper Collins New Zealand	2012	Lending		978-1869509890		
106457	Speake Jennifer {editor	Idioms 	The Oxford Dictionary of Idioms	Research	Oxford University Press	1999	Lending				
104754	Spark, Muriel	Mary Shelley		Biography / Shelley, Mary	Constable	1988	Lending	1	0-09-472590-X		P/248
103712	Spence, J & Chin, A.	Chinese Century, The: A Photographic Century		Chinese History	HarperCollins	1996	Reference		0-00-255801-7		H/264
103713	Spence, Lewis	Myth and Ritual in Dance, Game and Rhyme		Sociology	Watts & Co.	1947	Reference				H/202
103714	Spence, Lewis	Myths and Legends of Babylonia and Assyria		Mythology	George G. Harrap& Co. Ltd.	1916	Reference				H/411
103715	Spence, Lewis	Myths and Legends of the North American Indians		Mythology	George G. Harrap& Co. Ltd.	1922	Reference				H/392
103716	Spence, Lewis	Myths of Ancient Egypt, The		Mythology	George G. Harrap& Co. Ltd.	1925	Reference				H/369
103717	Spence, Lewis	Myths of Mexico and Peru, The		Mythology	George G. Harrap& Co. Ltd.	1920	Reference				H/365
103719	Spence, Lewis	Outlines of Mythology, The		Mythology	Watts & Co.	1944	Lending				H/118
103718	Spence, Lewis	Outlines of Mythology, The		Mythology	Watts & Co.	1944	Reference				H/118
102430	Spence, Lewis	Religion of Ancient Mexico, The		Religion / Ancient Mexico	Watts & Co.	1945	Lending	1			P/126
103720	Spence, Lewis	Religion of Ancient Mexico, The		Religion / Ancient Mexico	Watts & Co.	1945	Reference				P/126
104880	Spence, Lewis	The Minor Traditions of British Mythology		Mythology	Rider and Company	1948	Lending				
104893	Spencer, Colin	Heretic's Feast, The: A History of vegetarianism		Vegetarianism	University Press of New England	1996	Lending		0-87451-760-5		
100085	Spencer, Colin	Heretic's Feast, The: A History of vegetarianism		Vegetarianism	University Press of New England	1996	Lending	1	0-87451-760-5		P/402
103721	Spencer, Herbert	Autobiography, An (Vol. 1)		Autobiography / Spencer, Herbert	Williams and Norgate	1904	Reference				H/556
103722	Spencer, Herbert	Autobiography, An (Vol. 2)		Autobiography / Spencer, Herbert	Williams and Norgate	1904	Reference				H/542
103723	Spencer Herbert	Autobiography, An (Vol. 1)		Autobiography / Spencer, Herbert	Williams & Norgate	1904	Reference				
103721	Spencer Herbert	Autobiography, An (Vol. 2)		Autobiography / Spencer, Herbert	Williams & Norgate	1904	Reference				
103722	Spencer, Herbert	Education: Intellectual, Moral, and Physical		Education	Watts & Co.	1935	Reference				H/183
103724	Spencer Herbert	Education: Intellectual, Moral, and Physical		Education	Watts & Co, London	1935	Lending				
104682	Spencer, Herbert	Essays on Education		Education	Watts & Co.	1966	Lending	1			H/183
103725	Spencer, Herbert	First Principles (Vol. 1)		Sociobiology	The Werner Company	1922	Reference				H/492
103726	Spencer, Herbert	First Principles (Vol. 2)		Sociobiology	The Werner Company	1910	Reference				H/492
103728	Spencer Herbert	First Principles (Vol. 1)		Sociobiology	The Werner Company	1922	Reference				
103725	Spencer Herbert	First Principles (Vol. 2)		Sociobiology	The Werner Company	1922	Reference				
103725	Spencer, Herbert	Literary Style and Music		Music / Essays	Watts & Co.	1950	Lending				H/119
103727	Spencer, Herbert	Literary Style and Music		Music / Essays	Watts & Co.	1950	Reference				H/119
103730	Spencer, Herbert	Man Versus The State, The		Politics	Penguin Books	1969	Lending	1			P/350
103729	Spencer, Herbert	Man Versus The State, The		Politics	Watts & Co.	1940	Reference				H/139
103731	Spencer, Herbert	Principles of Biology (Vol. 1)		Biology	Williams & Norgate	1894	Reference				H/492
103732	Spencer, Herbert	Principles of Biology (Vol. 2)		Biology	Williams & Norgate	1894	Reference				H/598
103733	Spencer, Herbert	Principles of Psychology (Vol. 1)		Psychology	D. Appleton and Company	1892	Reference				H/642
103734	Spencer, Herbert	Principles of Psychology (Vol. 2)		Psychology	D. Appleton and Company	1890	Reference				H/696
106453	Spencer Lloyd & A. Krauze	Introducing Hegel		Philosophy	Icon Books Lmtd U.K.	1966	Lending				
103735	Spencer, Herbert	Principles of Sociology (Vol. 1)		Sociology	Williams & Norgate	1876	Reference				H/704
102885	Spencer, Robert	Islam Unveiled: Disturbing Questions about the World's Fastest Growing Faith		Islam / Apologetics	Encounter Books	2002	Lending	1	1-893554-58-9	$59.95	H/214
106241	Spengler, Oswald	The Decline of the West 	Volume One : Form and Actuality	History	New York Alfred A Knopf	1926	Lending		0-394-42179-5		
106223	Spengler, Oswald	The Decline of the West 	Volume Two : Perspectives of World History	History	New York Alfred A Knopf	1926	Lending		0-394-42176-0		
103736	Spielman, Andrew & D'Antonio, Michael	Mosquito : The Story of Man's Deadliest Foe		Science	Faber and Faber	2001	Lending		0-571-20980-7	$15.00	H/247
103737	Spink, J S	French Free-Thought from Gassendi to Voltaire		Freethought / History	University of London/ Athlone Press London	1960	Reference				H/345
103738	Spink, J.S.	French Free-Thought from Gassendi to Voltaire		Freethought / History	The Atholone Press	1960	Lending	1			H/345
103739	Spinoza	Ethics		Ethics	J.M. Dent & Sons	1959	Lending				H/267
106546	Spinoza	Ethics		Ethics	J.M. Dent & Sons	1959	Lending				
106376	Spong, John Shelby	Eternal life: a new vision	Beyong religion, beyong theism, beyond heaven and hell	Theology	Harper One	2009	Lending		978-0-06-076206-3		
106362	Spong, John Shelby	Liberating the Gospels		Bible	Harper San Francisco	1997	Lending		0-06-067557-8		
106067	Spong, John Shelby	Why Christianity must change or die	A bishop speaks to believers in exile	Chrisitianity 	HarperSanFrancisco	1998	Lending		0-06-060500-6		
103740	Spong, John Shelby	Born of a Woman: A Bishop Rethinks the Birth of Jesus		Jesus / Birth	HarperCollins	1992	Lending		0-06-067529-2	$10.00	P/245
103741	Spong, John Shelby	Here I Stand				2000	Lending				
104505	Spong, John Shelby	Liberating the Gospels		Bible	HarperCollins, New York	1996	Lending	1	0-06-067556-X		H/361
103742	Spong, John Shelby	Rescuing the Bible from Fundamentalism		Bible	Griffin Press, Australia	1991	Lending	1	0-06-067514-4	$7.00	P/267
106388	Spong, John Shelby	Rescuing the Bible from Fundamentalism		Bible	HarperSanFrancisco	1991	Lending		0-06-067518-7		
106369	Spong, John Shelby	Resurrection: Myth or Reality?		Jesus / Resurrection	HaperCollins	1994	Lending		0-06-067547-0		
103743	Spong, John Shelby	Resurrection: Myth or Reality?		Jesus / Resurrection	HarperCollins	1994	Lending		0-06-067547-0	$14.00	P/320
106010	Spong, John Shelby	This Hebrew Lord: A Bishop's search for the authentic Jesus		Jesus	Harper San Francisco	1993	Lending		0-06-067520-9		
106011	Spong, John Shelby	Jesus for the Non-religious		Jesus	HarperCollins	2007	Lending		0-7322-8495-3		
106364	Spong, John Shelby	A New Christianity for a New World	Why Traditional faith is dying and how a new faith is being born	Chrisitianity 	HaperCollins	2001	Lending		0-7322-7460-5		
103745	Squire, Charles	Celtic Myth and Legend		Mythology / Celtic	Gresham Publishing Company	1880	Reference				H/450
102759	Sprading Charles T	Science of Materialism The   				1942	Reference				
106581	Standing Guy	A precariat Charter	From denizens to citizens	politics	Bloomsbury Academic	2014	lending				
106582	Standing Guy	Precariat The	The new dangerous class	politics	Bloomsbury Academic	2014	Lending		978-1-4725-361-7		
104708	Stead K.C.	My Name Was Judas		Religion		2006	Lending				
104504	Stein Gordon	Anthology of Atheism and Rationalism, An		Atheism / Rationalism		1980	Lending				
104504	Stalker Douglas & C Glymour	Examining Holistic Medicine		Holistic		1985	Lending				
104501	Stalker Douglas & C Glymour	Examining Holistic Medicine		Holistic		1985	Reference				
104502	Stannard, Russell	God Experiment, The		God	Faber and Faber	1999	Lending		000004637X		P/248
103746	Starbuck, Edwin Diller	Psychology of Religion, The		Psychology / Religion	Walter Scott	1901	Lending				H/423
103747	Stares John	Cell Form & Function		Science		1972	Reference				
104421	Stares John	Molecules of Life		Science		1972	Lending				
106044	Stcherbatsky, F. Th.	Buddhist Logic	In two volumes : (Volume 1)	Buddhism  	Dover Publications	1962	Lending		0-486-20956-3		
106270	Stcherbatsky, F. Th.	Buddhist Logic	In two volumes : (Volume 1)	Buddhism  	Dover Publications	1962	Lending		0-486-20956-3		
106001	Steele-Smith, W.E.	Wonders of the Hebrew Alphabet: For the plain english reader		Language	Central Press PTY. Ltd	1930	Lending				
104418	Steiger, Frank	Biblical Creation vs. Evolution: You Decide		Creationism	Oak Hill Free Press	1993	Lending				P/13
103748	Stein, Gordon	Anthology of Atheism and Rationalism, An		Atheism	Prometheus Books	1980	Lending	1	0-87975-256-4		P/354
103749	Stein, Gordon	Second Anthology of Atheism and Rationalism, A		Atheism	Prometheus Books	1987	Lending	3	0-87975-415-X		H/442
103750	Stein, Gordon (Ed.)	Encyclopedia of Unbelief, The (Vol. 1)		Unbelief	Prometheus Books	1985	Reference		0-87975-307-2		H/382
103751	Stein, Gordon (Ed.)	Encyclopedia of Unbelief, The (Vol. 2)		Unbelief	Prometheus Books	1985	Reference		0-87975-307-2		H/819
103752	Stenger, Victor J	Not By Design: The Origin of the Universe		Cosmology	Prometheus Books	1988	Lending	1	0-87975-451-6		H/202
103754	Stenhouse John	Imperialism,Atheism, and Race:Charles Southwell, old Corruption, and the Maori	Freethinker atheist,and violent hostility toward Maori 	NZ History	Essay	2005					
104780	Stephen, Sir Leslie	Agnostic's Apology, An		Agnosticism	Watts & Co.	1931	Lending				H/231
103753	Stephen, Sir Leslie	Agnostic's Apology, An		Agnosticism	Watts & Co.	1931	Reference				H/231
103755	Stephen, Sir Leslie	New Zealand Adrift		Geology	A.H and A.W. Reed	1980	Lending		0-589-01184-7		H/442
106222	Stephenson, Alan M.G.	The Rise and Decline of English Modernism: The Hulsean Lectures 1979 – 80		Theology	SPCK 	1984	Lending		0-281-04124-5		
106442	Stevenson Robert Louise	Complete Stories of Robert Louis Stevenson The		Fiction	Random House	2001	Lending		0-375-76135-7		
106343	Stevenson, R. L.	The Dynamiter		Literature	Collins Clear-type press		Lending				
103757	Stiebing, W. H	Ancient Astronauts, Cosmic Collisions and Other Popular Theories about Man's Past		Pseudoscience	Prometheus Books	1984	Lending	2	0-87975-285-8		P/217
103758	Stiebing, William	Out of the Desert?: Archaeology and the Exodus / conquest Narratives		Archaeology / Jews	Prometheus Books	1989	Lending	2	0-87975-505-9		H/264
104947	Stokes, Philip	Philosophy 100 essential thinkers		Philosophy	Arcturus	2002	Lending		1-84193-139-X		
103759	Stone, Cornelius & Langridge, Roger	No More Mrs Nice Nun		Cartoons	Antipodes Publishing	2003	Lending		09582301-1-0	$20.00	160/P
106271	Stoner, Merlin	When God was a woman: The landmark exploration of the ancient worship of the Great Goddess and the eventual suppression of women's rites		Women's Studies / Spirituality	A harvest Book	1976	Lending		0-15-696158-X		
103760	Stopes, Marie	Roman Catholic Methods of Birth Control		Catholicism / Birth Control	Peter Davies	1933	Reference				H/235
103761	Storer, Morris B	Humanist Ethics		Humanism / Essays	Prometheus Books	1980	Lending	2	0-87975-118-5		P/303
103762	Stourton, Edward	Absolute Truth: The Catholic Church Today		Catholic Church	Penguin Books	1998	Lending	1	0-140-27297-6		P/229
103763	Strachey Ray	Religious Fanaticism		Religion		1928	Reference				
104709	Strahler, Arthur	Understanding Science: An introduction to Concepts and Issues		Science	Prometheus Books	1992	Lending	3			H/409
103764	Strange, Thomas Lumisden	Sources and Development of Christianity, The		Christianity / Origins	Trubner & Co.	1875	Reference				H/255
103765	Strange, Thomas Lumisden	Sources and Development of Christianity, The		Christianity / Origins	Trubner & Co.	1875	Reference				
106014	Strassler, Robert B. [ed]	The landmark Herodotus: The histories		History	Quercus	2008	Lending		978-1-84724-686-8		
103764	Stratherm, Paul	Hume in 90 Minutes		Philosophy / Hume	Constable and Company	1996	Lending		0-09-475950-2		P/79
106458	Strauss, David	Life of Jesus, The	Translated from the 4th German edition by George Eliot	Theology	Swan Sonnenschein	1994	Lending		0-9623642-6-6		
103766	Strauss, David	Life of Jesus, The	Translated from the 4th German edition by George Eliot	Theology	Swan Sonnenschein	1902	Reference				H/784
103767	Stott Rebecca	Darwin & the Barnacle		Evolution		2003	Lending				
104499	Strong M. D.	Christianity & Buddhism		Buddhism / Christianity		1899	Reference				
104935	Strong, James	The Exhaustive Concordance of the Bible		Bible	Mac Donald Publishing Compnay	1685	Lending				
104498	Stout Robert:Ed: by K Coleridge	Pamphlet Collection of Sir Robert Stout		Philosophy		1987	Reference				
